NAME,ESSROUND,EDITION,PRODDATE,IDNO,CNTRY,RESCLQ,RESRELQ,RESBAB,RESUNDQ,PREINTF,PREWHP,PRESD,PREPPIL,PREOREL,PRENREL,PREDK,PRENAP,PRENA,RESSWCD,INTLNGA,INTNUM,INTAGEA,INTGNDR,INTAGE,INTNUM1
ESS9INTe03,9,3,18.12.2020,67859,DE,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,975,56,2,NA,1024
ESS9INTe03,9,3,18.12.2020,67911,DE,5,3,5,5,1,1,0,0,0,0,0,0,0,2,GER,468,64,1,NA,468
ESS9INTe03,9,3,18.12.2020,67928,DE,3,1,5,4,2,0,0,0,0,0,0,1,0,1,GER,2503,61,2,NA,2503
ESS9INTe03,9,3,18.12.2020,67959,DE,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,975,56,2,NA,975
ESS9INTe03,9,3,18.12.2020,68083,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,585,55,1,NA,585
ESS9INTe03,9,3,18.12.2020,68102,DE,1,1,5,4,2,0,0,0,0,0,0,1,0,1,GER,1101,57,1,NA,1101
ESS9INTe03,9,3,18.12.2020,68132,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2213,65,1,NA,2213
ESS9INTe03,9,3,18.12.2020,68173,DE,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1825,63,1,NA,1825
ESS9INTe03,9,3,18.12.2020,68191,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2278,61,2,NA,2278
ESS9INTe03,9,3,18.12.2020,68315,DE,3,1,4,4,1,0,1,0,0,0,0,0,0,1,GER,2145,46,2,NA,2145
ESS9INTe03,9,3,18.12.2020,68321,DE,2,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,2003,76,1,NA,2003
ESS9INTe03,9,3,18.12.2020,68354,DE,1,1,5,5,1,1,0,0,0,0,0,0,0,1,GER,1360,72,1,NA,1360
ESS9INTe03,9,3,18.12.2020,68383,DE,3,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,929,55,2,NA,929
ESS9INTe03,9,3,18.12.2020,68492,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1425,61,2,NA,794
ESS9INTe03,9,3,18.12.2020,68498,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1861,59,2,NA,1861
ESS9INTe03,9,3,18.12.2020,68506,DE,1,1,5,4,2,0,0,0,0,0,0,1,0,1,GER,396,61,2,NA,396
ESS9INTe03,9,3,18.12.2020,68531,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1499,42,1,NA,1499
ESS9INTe03,9,3,18.12.2020,68560,DE,5,2,4,4,2,0,0,0,0,0,0,1,0,1,GER,1592,64,1,NA,1592
ESS9INTe03,9,3,18.12.2020,68569,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1224,56,1,NA,1224
ESS9INTe03,9,3,18.12.2020,68600,DE,1,1,4,4,2,0,0,0,0,0,0,1,0,1,GER,2278,61,2,NA,2278
ESS9INTe03,9,3,18.12.2020,68606,DE,2,5,5,5,2,0,0,0,0,0,0,1,0,1,GER,1762,69,1,NA,1762
ESS9INTe03,9,3,18.12.2020,68610,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,568,68,1,NA,568
ESS9INTe03,9,3,18.12.2020,68611,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,806,61,1,NA,806
ESS9INTe03,9,3,18.12.2020,68627,DE,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1455,58,2,NA,1455
ESS9INTe03,9,3,18.12.2020,68651,DE,2,1,1,4,2,0,0,0,0,0,0,1,0,1,GER,1819,72,1,NA,1819
ESS9INTe03,9,3,18.12.2020,68652,DE,3,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2372,66,2,NA,2372
ESS9INTe03,9,3,18.12.2020,68659,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,945,67,1,NA,945
ESS9INTe03,9,3,18.12.2020,68662,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1776,63,2,NA,1776
ESS9INTe03,9,3,18.12.2020,68701,DE,4,3,5,3,1,1,0,0,0,0,0,0,0,1,GER,2503,61,2,NA,2503
ESS9INTe03,9,3,18.12.2020,68739,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2502,68,1,NA,2502
ESS9INTe03,9,3,18.12.2020,68752,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1214,70,1,NA,1214
ESS9INTe03,9,3,18.12.2020,68757,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1743,65,2,NA,1743
ESS9INTe03,9,3,18.12.2020,68826,DE,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1762,69,1,NA,1762
ESS9INTe03,9,3,18.12.2020,68901,DE,3,1,5,4,2,0,0,0,0,0,0,1,0,1,GER,1954,57,1,NA,1954
ESS9INTe03,9,3,18.12.2020,68919,DE,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1995,65,1,NA,1259
ESS9INTe03,9,3,18.12.2020,68920,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1934,70,2,NA,1934
ESS9INTe03,9,3,18.12.2020,68936,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1825,63,1,NA,1825
ESS9INTe03,9,3,18.12.2020,68942,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1345,57,2,NA,1345
ESS9INTe03,9,3,18.12.2020,68976,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1444,71,1,NA,1444
ESS9INTe03,9,3,18.12.2020,69020,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,725,69,1,NA,725
ESS9INTe03,9,3,18.12.2020,69035,DE,2,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,1515,70,1,NA,1515
ESS9INTe03,9,3,18.12.2020,69090,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1515,70,1,NA,1515
ESS9INTe03,9,3,18.12.2020,69100,DE,5,3,5,5,1,1,0,0,0,0,0,0,0,1,GER,1358,60,2,NA,1358
ESS9INTe03,9,3,18.12.2020,69130,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2509,75,1,NA,2509
ESS9INTe03,9,3,18.12.2020,69156,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1705,68,1,NA,1705
ESS9INTe03,9,3,18.12.2020,69237,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2002,60,1,NA,2002
ESS9INTe03,9,3,18.12.2020,69333,DE,2,1,5,4,2,0,0,0,0,0,0,1,0,1,GER,571,69,1,NA,571
ESS9INTe03,9,3,18.12.2020,69349,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,230,85,1,NA,230
ESS9INTe03,9,3,18.12.2020,69441,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1357,47,1,NA,1357
ESS9INTe03,9,3,18.12.2020,69450,DE,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2411,63,1,NA,2411
ESS9INTe03,9,3,18.12.2020,69454,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,2372,66,2,NA,2372
ESS9INTe03,9,3,18.12.2020,69465,DE,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,678,68,1,NA,678
ESS9INTe03,9,3,18.12.2020,69466,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1978,59,2,NA,1978
ESS9INTe03,9,3,18.12.2020,69481,DE,2,1,5,4,1,0,0,1,0,0,0,0,0,1,GER,273,76,1,NA,273
ESS9INTe03,9,3,18.12.2020,69507,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1826,68,2,NA,1826
ESS9INTe03,9,3,18.12.2020,69520,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1266,58,2,NA,1266
ESS9INTe03,9,3,18.12.2020,69523,DE,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1978,59,2,NA,1978
ESS9INTe03,9,3,18.12.2020,69544,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,2,GER,2421,52,1,NA,2421
ESS9INTe03,9,3,18.12.2020,69564,DE,2,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1709,64,1,NA,1709
ESS9INTe03,9,3,18.12.2020,69572,DE,3,3,5,5,2,0,0,0,0,0,0,1,0,1,GER,678,68,1,NA,678
ESS9INTe03,9,3,18.12.2020,69617,DE,3,3,5,5,2,0,0,0,0,0,0,1,0,1,GER,468,64,1,NA,468
ESS9INTe03,9,3,18.12.2020,69619,DE,2,1,5,5,1,1,0,0,0,0,0,0,0,1,GER,1995,65,1,NA,1259
ESS9INTe03,9,3,18.12.2020,69705,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1689,68,1,NA,1689
ESS9INTe03,9,3,18.12.2020,69740,DE,2,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,585,55,1,NA,585
ESS9INTe03,9,3,18.12.2020,69749,DE,2,2,1,4,2,0,0,0,0,0,0,1,0,1,GER,657,68,1,NA,657
ESS9INTe03,9,3,18.12.2020,69827,DE,2,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,1674,65,1,NA,1674
ESS9INTe03,9,3,18.12.2020,69832,DE,1,5,5,5,2,0,0,0,0,0,0,1,0,1,GER,796,73,1,NA,796
ESS9INTe03,9,3,18.12.2020,69859,DE,3,3,5,5,2,0,0,0,0,0,0,1,0,1,GER,468,64,1,NA,468
ESS9INTe03,9,3,18.12.2020,69896,DE,1,1,5,5,2,0,0,0,0,0,0,1,0,1,GER,1032,53,1,NA,1032
ESS9INTe03,9,3,18.12.2020,69956,DE,1,2,5,5,2,0,0,0,0,0,0,1,0,1,GER,1257,60,2,NA,1257
ESS9INTe03,9,3,18.12.2020,110,DK,3,3,5,4,2,0,0,0,0,0,0,1,0,3,DAN,2066,68,1,NA,2066
ESS9INTe03,9,3,18.12.2020,705,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1146,70,1,NA,1146
ESS9INTe03,9,3,18.12.2020,1327,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,491,73,1,NA,491
ESS9INTe03,9,3,18.12.2020,3760,DK,2,1,5,4,2,0,0,0,0,0,0,1,0,1,DAN,1673,69,2,NA,1673
ESS9INTe03,9,3,18.12.2020,4658,DK,1,3,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1435,73,1,NA,1435
ESS9INTe03,9,3,18.12.2020,5816,DK,2,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,92,78,1,NA,92
ESS9INTe03,9,3,18.12.2020,7251,DK,2,1,4,4,2,0,0,0,0,0,0,1,0,1,DAN,1128,70,2,NA,1128
ESS9INTe03,9,3,18.12.2020,7887,DK,2,1,5,4,2,0,0,0,0,0,0,1,0,1,DAN,2222,71,1,NA,2222
ESS9INTe03,9,3,18.12.2020,9607,DK,5,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,35,78,1,NA,35
ESS9INTe03,9,3,18.12.2020,11123,DK,2,1,5,4,2,0,0,0,0,0,0,1,0,1,DAN,1146,70,1,NA,1146
ESS9INTe03,9,3,18.12.2020,11688,DK,3,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1349,71,1,NA,1349
ESS9INTe03,9,3,18.12.2020,12355,DK,3,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,163,70,2,NA,163
ESS9INTe03,9,3,18.12.2020,16357,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1463,63,1,NA,1463
ESS9INTe03,9,3,18.12.2020,17504,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1226,72,2,NA,1226
ESS9INTe03,9,3,18.12.2020,19970,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2516,79,2,NA,2516
ESS9INTe03,9,3,18.12.2020,20724,DK,3,2,5,4,2,0,0,0,0,0,0,1,0,1,DAN,1892,72,1,NA,1892
ESS9INTe03,9,3,18.12.2020,22248,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,548,63,1,NA,548
ESS9INTe03,9,3,18.12.2020,24928,DK,2,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,27,66,2,NA,27
ESS9INTe03,9,3,18.12.2020,27000,DK,1,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1492,67,1,NA,1492
ESS9INTe03,9,3,18.12.2020,27211,DK,3,2,4,3,2,0,0,0,0,0,0,1,0,1,DAN,1938,70,1,NA,1938
ESS9INTe03,9,3,18.12.2020,27650,DK,3,3,4,4,2,0,0,0,0,0,0,1,0,1,DAN,2272,75,2,NA,2272
ESS9INTe03,9,3,18.12.2020,28202,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,666,81,2,NA,666
ESS9INTe03,9,3,18.12.2020,29156,DK,4,1,5,3,2,0,0,0,0,0,0,1,0,1,DAN,1146,70,1,NA,1146
ESS9INTe03,9,3,18.12.2020,29471,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1793,77,1,NA,1793
ESS9INTe03,9,3,18.12.2020,31317,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,118,65,2,NA,118
ESS9INTe03,9,3,18.12.2020,32191,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1387,67,1,NA,1387
ESS9INTe03,9,3,18.12.2020,33174,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1532,69,1,NA,1532
ESS9INTe03,9,3,18.12.2020,33307,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2222,71,1,NA,2222
ESS9INTe03,9,3,18.12.2020,34031,DK,2,3,3,3,2,0,0,0,0,0,0,1,0,2,DAN,2406,83,1,NA,2406
ESS9INTe03,9,3,18.12.2020,34446,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,156,65,1,NA,156
ESS9INTe03,9,3,18.12.2020,34955,DK,2,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,94,58,1,NA,94
ESS9INTe03,9,3,18.12.2020,38221,DK,2,1,5,4,2,0,0,0,0,0,0,1,0,1,DAN,1938,70,1,NA,1938
ESS9INTe03,9,3,18.12.2020,38848,DK,2,1,5,4,2,0,0,0,0,0,0,1,0,1,DAN,1128,70,2,NA,1128
ESS9INTe03,9,3,18.12.2020,38971,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,491,73,1,NA,491
ESS9INTe03,9,3,18.12.2020,39619,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1134,63,2,NA,1134
ESS9INTe03,9,3,18.12.2020,40317,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1655,79,1,NA,1655
ESS9INTe03,9,3,18.12.2020,40476,DK,3,2,5,3,2,0,0,0,0,0,0,1,0,1,DAN,1732,71,1,NA,1732
ESS9INTe03,9,3,18.12.2020,42274,DK,3,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1240,66,1,NA,1240
ESS9INTe03,9,3,18.12.2020,44490,DK,5,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2353,64,1,NA,2353
ESS9INTe03,9,3,18.12.2020,46190,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,101,77,1,NA,101
ESS9INTe03,9,3,18.12.2020,46404,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1892,72,1,NA,1892
ESS9INTe03,9,3,18.12.2020,46606,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2353,64,1,NA,2353
ESS9INTe03,9,3,18.12.2020,47316,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,460,69,1,NA,460
ESS9INTe03,9,3,18.12.2020,48773,DK,3,3,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1369,77,1,NA,1369
ESS9INTe03,9,3,18.12.2020,49450,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1843,69,1,NA,1843
ESS9INTe03,9,3,18.12.2020,50526,DK,2,2,5,4,2,0,0,0,0,0,0,1,0,1,DAN,666,81,2,NA,666
ESS9INTe03,9,3,18.12.2020,52559,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1426,74,1,NA,1426
ESS9INTe03,9,3,18.12.2020,53574,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,680,71,2,NA,680
ESS9INTe03,9,3,18.12.2020,55481,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1290,75,2,NA,1290
ESS9INTe03,9,3,18.12.2020,56690,DK,3,2,5,4,2,0,0,0,0,0,0,1,0,1,DAN,2516,79,2,NA,1134
ESS9INTe03,9,3,18.12.2020,58403,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,2,DAN,9,71,1,NA,9
ESS9INTe03,9,3,18.12.2020,59410,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1892,72,1,NA,1892
ESS9INTe03,9,3,18.12.2020,59841,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,472,73,1,NA,472
ESS9INTe03,9,3,18.12.2020,61995,DK,5,5,5,5,2,0,0,0,0,0,0,1,0,1,DAN,35,78,1,NA,35
ESS9INTe03,9,3,18.12.2020,62055,DK,3,3,4,3,2,0,0,0,0,0,0,1,0,2,DAN,9,71,1,NA,9
ESS9INTe03,9,3,18.12.2020,62232,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,27,66,2,NA,27
ESS9INTe03,9,3,18.12.2020,62601,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,94,58,1,NA,94
ESS9INTe03,9,3,18.12.2020,63738,DK,2,2,5,5,2,0,0,0,0,0,0,1,0,2,DAN,2406,83,1,NA,2406
ESS9INTe03,9,3,18.12.2020,64617,DK,2,2,5,4,2,0,0,0,0,0,0,1,0,1,DAN,163,70,2,NA,163
ESS9INTe03,9,3,18.12.2020,66405,DK,1,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,666,81,2,NA,666
ESS9INTe03,9,3,18.12.2020,66500,DK,2,1,4,5,2,0,0,0,0,0,0,1,0,2,DAN,2406,83,1,NA,2406
ESS9INTe03,9,3,18.12.2020,66561,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,14,69,1,NA,14
ESS9INTe03,9,3,18.12.2020,68174,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1349,71,1,NA,1349
ESS9INTe03,9,3,18.12.2020,68781,DK,2,1,5,4,2,0,0,0,0,0,0,1,0,1,DAN,27,66,2,NA,27
ESS9INTe03,9,3,18.12.2020,69758,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2481,74,2,NA,2481
ESS9INTe03,9,3,18.12.2020,75245,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,491,73,1,NA,491
ESS9INTe03,9,3,18.12.2020,75287,DK,2,2,4,4,2,0,0,0,0,0,0,1,0,2,DAN,2406,83,1,NA,2406
ESS9INTe03,9,3,18.12.2020,75328,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,3,DAN,2066,68,1,NA,2066
ESS9INTe03,9,3,18.12.2020,75393,DK,2,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1793,77,1,NA,1793
ESS9INTe03,9,3,18.12.2020,75408,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1997,70,2,NA,1997
ESS9INTe03,9,3,18.12.2020,75478,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1535,68,2,NA,1535
ESS9INTe03,9,3,18.12.2020,75552,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1699,66,1,NA,1699
ESS9INTe03,9,3,18.12.2020,75748,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,506,58,1,NA,506
ESS9INTe03,9,3,18.12.2020,75839,DK,2,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1492,67,1,NA,1492
ESS9INTe03,9,3,18.12.2020,75850,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,97,69,1,NA,97
ESS9INTe03,9,3,18.12.2020,75969,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1657,68,1,NA,1657
ESS9INTe03,9,3,18.12.2020,75971,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1134,63,2,NA,1134
ESS9INTe03,9,3,18.12.2020,76109,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1532,69,1,NA,1532
ESS9INTe03,9,3,18.12.2020,76113,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1837,73,1,NA,1837
ESS9INTe03,9,3,18.12.2020,76127,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1134,63,2,NA,1134
ESS9INTe03,9,3,18.12.2020,76225,DK,2,1,5,4,2,0,0,0,0,0,0,1,0,1,DAN,1426,74,1,NA,1426
ESS9INTe03,9,3,18.12.2020,76259,DK,4,4,2,8,2,0,0,0,0,0,0,1,0,1,DAN,974,60,2,NA,974
ESS9INTe03,9,3,18.12.2020,76452,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,680,71,2,NA,71
ESS9INTe03,9,3,18.12.2020,76553,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,482,58,1,NA,482
ESS9INTe03,9,3,18.12.2020,76667,DK,1,1,5,5,1,1,0,0,0,0,0,0,0,2,DAN,554,72,2,NA,554
ESS9INTe03,9,3,18.12.2020,76690,DK,3,2,4,5,2,0,0,0,0,0,0,1,0,1,DAN,1535,68,2,NA,1535
ESS9INTe03,9,3,18.12.2020,76768,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2353,64,1,NA,2353
ESS9INTe03,9,3,18.12.2020,76803,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,262,69,2,NA,262
ESS9INTe03,9,3,18.12.2020,76848,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1426,74,1,NA,1426
ESS9INTe03,9,3,18.12.2020,76854,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1492,67,1,NA,1492
ESS9INTe03,9,3,18.12.2020,76863,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1686,76,1,NA,1686
ESS9INTe03,9,3,18.12.2020,76958,DK,2,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1892,72,1,NA,1892
ESS9INTe03,9,3,18.12.2020,76965,DK,2,2,3,5,2,0,0,0,0,0,0,1,0,1,DAN,94,58,1,NA,94
ESS9INTe03,9,3,18.12.2020,77062,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2481,74,2,NA,2481
ESS9INTe03,9,3,18.12.2020,77093,DK,2,2,4,4,2,0,0,0,0,0,0,1,0,3,DAN,2406,83,1,NA,2406
ESS9INTe03,9,3,18.12.2020,77138,DK,2,1,4,5,2,0,0,0,0,0,0,1,0,1,DAN,1128,70,2,NA,1128
ESS9INTe03,9,3,18.12.2020,77153,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1535,68,2,NA,1535
ESS9INTe03,9,3,18.12.2020,77167,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,101,77,1,NA,101
ESS9INTe03,9,3,18.12.2020,77198,DK,4,1,5,4,2,0,0,0,0,0,0,1,0,1,DAN,554,72,2,NA,554
ESS9INTe03,9,3,18.12.2020,77275,DK,5,5,5,5,2,0,0,0,0,0,0,1,0,1,DAN,472,73,1,NA,1240
ESS9INTe03,9,3,18.12.2020,77284,DK,2,2,5,4,2,0,0,0,0,0,0,1,0,1,DAN,398,78,1,NA,398
ESS9INTe03,9,3,18.12.2020,77301,DK,2,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2272,75,2,NA,1226
ESS9INTe03,9,3,18.12.2020,77371,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,482,58,1,NA,482
ESS9INTe03,9,3,18.12.2020,77400,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,548,63,1,NA,548
ESS9INTe03,9,3,18.12.2020,77420,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,172,61,1,NA,172
ESS9INTe03,9,3,18.12.2020,77445,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1053,65,1,NA,1053
ESS9INTe03,9,3,18.12.2020,77627,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1657,68,1,NA,1657
ESS9INTe03,9,3,18.12.2020,77693,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2481,74,2,NA,2481
ESS9INTe03,9,3,18.12.2020,77736,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2222,71,1,NA,2222
ESS9INTe03,9,3,18.12.2020,77785,DK,2,1,5,4,2,0,0,0,0,0,0,1,0,1,DAN,2406,83,1,NA,2406
ESS9INTe03,9,3,18.12.2020,77833,DK,3,2,4,4,2,0,0,0,0,0,0,1,0,1,DAN,1053,65,1,NA,1053
ESS9INTe03,9,3,18.12.2020,77940,DK,9,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,9,71,1,NA,9
ESS9INTe03,9,3,18.12.2020,78061,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1134,63,2,NA,1134
ESS9INTe03,9,3,18.12.2020,78179,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,235,65,1,NA,235
ESS9INTe03,9,3,18.12.2020,78485,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1278,64,1,NA,1278
ESS9INTe03,9,3,18.12.2020,78563,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,818,66,1,NA,818
ESS9INTe03,9,3,18.12.2020,78605,DK,3,2,5,4,2,0,0,0,0,0,0,1,0,1,DAN,1714,75,1,NA,1714
ESS9INTe03,9,3,18.12.2020,78613,DK,1,1,1,5,1,1,0,0,0,0,0,0,0,1,DAN,55,62,1,NA,55
ESS9INTe03,9,3,18.12.2020,78714,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,118,65,2,NA,118
ESS9INTe03,9,3,18.12.2020,78728,DK,2,1,5,4,2,0,0,0,0,0,0,1,0,1,DAN,2516,79,2,NA,2516
ESS9INTe03,9,3,18.12.2020,78838,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2222,71,1,NA,2222
ESS9INTe03,9,3,18.12.2020,78996,DK,2,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,163,70,2,NA,163
ESS9INTe03,9,3,18.12.2020,79006,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,1369,77,1,NA,1369
ESS9INTe03,9,3,18.12.2020,79054,DK,2,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2272,75,2,NA,2272
ESS9INTe03,9,3,18.12.2020,79126,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,2481,74,2,NA,2481
ESS9INTe03,9,3,18.12.2020,79130,DK,2,2,5,5,2,0,0,0,0,0,0,1,0,1,DAN,924,72,2,NA,924
ESS9INTe03,9,3,18.12.2020,79296,DK,1,1,5,5,2,0,0,0,0,0,0,1,0,1,DAN,156,65,1,NA,156
